name,family,gf_type,incoming_velocity,outgoing_velocity,angle
dm_oop_gk_idle_0_0_idle_mortfying_06,cutscene,special,idle,idle,
dm_oop_gk_idle_0_0_idle_seeOff,cutscene,special,idle,idle,
dm_oop_gk_idle_0_0_idle_seeOff_000,cutscene,special,idle,idle,000
dm_oop_gk_idle_0_0_idle_seeOff_110,cutscene,special,idle,idle,110
dm_oop_gk_idle_0_0_idle_walkAngry,cutscene,special,idle,idle,
dm_oop_gk_idle_0_0_idle_walkAngry_02,cutscene,special,idle,idle,
dm_oop_gk_idle_0_0_idle_walkCheer,cutscene,special,idle,idle,
dm_oop_gk_idle_0_0_idle_walkCheer_03,cutscene,special,idle,idle,
dm_oop_gk_idle_0_0_idle_walkCheer_04,cutscene,special,idle,idle,
dm_oop_gk_idle_0_0_idle_walkDroop,cutscene,special,idle,idle,
dm_oop_gk_lie_0_1_walkCheer,cutscene,special,idle,dribble,
dm_oop_gk_lie_0_1_walkCheer_02,cutscene,special,idle,dribble,
dm_oop_gk_lie_0_1_walkangry,cutscene,special,idle,dribble,
dm_oop_gk_lie_0_1_walkguts,cutscene,special,idle,dribble,
dm_oop_gk_lie_0_1_walkguts_02,cutscene,special,idle,dribble,
dm_oop_gk_pk_idle_0_2_cool,cutscene,special,idle,walk,
dm_oop_gk_pk_idle_0_2_glad,cutscene,special,idle,walk,
dm_oop_gk_pk_idle_catch_0_2_cool,cutscene,special,idle,walk,
dm_oop_gk_pk_idle_catch_0_2_glad,cutscene,special,idle,walk,
dm_oop_gk_pk_riseup_0_2_cool,cutscene,special,idle,walk,
dm_oop_gk_pk_riseup_0_2_glad,cutscene,special,idle,walk,
dm_oop_gk_pk_riseup_catch_0_2_cool,cutscene,special,idle,walk,
dm_oop_gk_pk_riseup_catch_0_2_glad,cutscene,special,idle,walk,
dm_oop_gk_riseup_0_0_idle_guts,cutscene,special,idle,idle,
dm_oop_gk_riseup_0_0_idle_gutsR,cutscene,special,idle,idle,
dm_oop_gk_riseup_0_0_post,cutscene,special,idle,idle,
dm_oop_gk_riseup_0_0_sidewaysHoldKnee,cutscene,special,idle,idle,
dm_oop_gk_riseup_0_0_sidewaysSitAngry,cutscene,special,idle,idle,
dm_oop_gk_riseup_0_0_sidewaysslowFootUp,cutscene,special,idle,idle,
dm_oop_gk_riseup_0_0_sidewaysslowRotate,cutscene,special,idle,idle,
dm_oop_gk_riseup_0_0_sidewaysslowdown,cutscene,special,idle,idle,
dm_oop_gk_riseup_0_0_sidewaysslowdown2,cutscene,special,idle,idle,
dm_oop_gk_riseup_0_0_sidewaysslowup,cutscene,special,idle,idle,
dm_oop_gk_riseup_0_1_idle_droop,cutscene,special,idle,dribble,
dm_oop_gk_riseup_sidewaysmid_l_0_2_000,cutscene,special,idle,walk,000
dm_oop_gk_riseup_sidewaysmid_l_0_2_090,cutscene,special,idle,walk,090
dm_oop_gk_riseup_sidewaysmid_l_0_2_180,cutscene,special,idle,walk,180
dm_oop_gk_riseup_sidewaysmid_l_0_2_f090,cutscene,special,idle,walk,090
dm_oop_gk_run_3_0_idle_seeOff,cutscene,special,sprint,idle,
dm_oop_gk_run_3_0_idle_seeOff_allfours,cutscene,special,sprint,idle,
dm_oop_gk_run_3_0_upside_seeOff_045,cutscene,special,sprint,idle,045
dm_oop_gk_side_0_0_idle_seeOff,cutscene,special,idle,idle,
dm_oop_gk_side_0_0_seeOff,cutscene,special,idle,idle,
dm_oop_gk_side_2_1_idle_seeOff,cutscene,special,walk,dribble,
dm_oop_gk_side_3_0_otherside_seeOff,cutscene,special,sprint,idle,
dm_oop_gk_side_3_0_seeOff,cutscene,special,sprint,idle,
dm_oop_gk_side_3_0_upside_seeOff,cutscene,special,sprint,idle,
dm_oop_gk_side_4_1_seeOff_180,cutscene,special,sprint,dribble,180
dm_oop_gk_sideways_0_0_idle_seeOff_090,cutscene,special,idle,idle,090
dm_oop_gk_turn_135_0_1_walkAngry,cutscene,special,idle,dribble,135
dm_oop_gk_turn_135_0_1_walkAngry_02,cutscene,special,idle,dribble,135
dm_oop_gk_walk_0_0_idle_walkCheerAlly,cutscene,special,idle,idle,
dm_oop_gk_walk_0_0_idle_walkCheerAlly_02,cutscene,special,idle,idle,
dm_oop_gk_walk_1_1_idle_walkCheerAlly,cutscene,special,dribble,dribble,
dm_oop_gk_walk_1_1_idle_walkCheerAlly_02,cutscene,special,dribble,dribble,
dm_oop_gkunderthrow_0_0_release,cutscene,special,idle,idle,
dm_oop_goodJob_walk_1_1_back_180,cutscene,special,dribble,dribble,180
dm_oop_goodJob_walk_1_1_walk_000_sub,cutscene,special,dribble,dribble,000
dm_oop_idle_0_0_idle_appeal_nofoul_at045,cutscene,special,idle,idle,
dm_oop_idle_0_0_idle_appeal_nofoul_at135,cutscene,special,idle,idle,
dm_oop_idle_0_0_idle_appeal_nofoul_at135_2,cutscene,special,idle,idle,
dm_oop_idle_0_0_idle_cheer_at000,cutscene,special,idle,idle,
dm_oop_idle_0_0_idle_cheer_at000_2,cutscene,special,idle,idle,
dm_oop_idle_0_0_idle_cheer_at000_3,cutscene,special,idle,idle,
dm_oop_idle_0_0_idle_cheer_at090,cutscene,special,idle,idle,
dm_oop_idle_0_0_idle_cheer_at135,cutscene,special,idle,idle,
dm_oop_idle_0_0_idle_instruct_at045,cutscene,special,idle,idle,
dm_oop_idle_0_0_idle_instruct_at045_2,cutscene,special,idle,idle,
dm_oop_idle_0_0_idle_instruct_at090,cutscene,special,idle,idle,
dm_oop_idle_0_0_idle_instruct_at135,cutscene,special,idle,idle,
dm_oop_idle_0_0_idle_tired_000,cutscene,special,idle,idle,000
dm_oop_idle_0_0_idle_tired_090,cutscene,special,idle,idle,090
dm_oop_idle_0_1_walk_045_face,cutscene,special,idle,dribble,045
dm_oop_idle_0_1_walk_045_head,cutscene,special,idle,dribble,045
dm_oop_idle_0_1_walk_045_look,cutscene,special,idle,dribble,045
dm_oop_idle_0_1_walk_045_pain,cutscene,special,idle,dribble,045
dm_oop_idle_0_1_walk_045_pain2,cutscene,special,idle,dribble,045
dm_oop_idle_0_1_walk_045_pain3,cutscene,special,idle,dribble,045
dm_oop_idle_0_1_walk_045_step,cutscene,special,idle,dribble,045
dm_oop_idle_0_1_walk_045_sweat,cutscene,special,idle,dribble,045
dm_oop_idle_0_1_walk_045_tired,cutscene,special,idle,dribble,045
dm_oop_idle_0_1_walk_045_tired2,cutscene,special,idle,dribble,045
dm_oop_idle_0_1_walk_135_face,cutscene,special,idle,dribble,135
dm_oop_idle_0_1_walk_135_head,cutscene,special,idle,dribble,135
dm_oop_idle_0_1_walk_135_look,cutscene,special,idle,dribble,135
dm_oop_idle_0_1_walk_135_pain,cutscene,special,idle,dribble,135
dm_oop_idle_0_1_walk_135_pain2,cutscene,special,idle,dribble,135
dm_oop_idle_0_1_walk_135_pain3,cutscene,special,idle,dribble,135
dm_oop_idle_0_1_walk_135_step,cutscene,special,idle,dribble,135
dm_oop_idle_0_1_walk_135_sweat,cutscene,special,idle,dribble,135
dm_oop_idle_0_1_walk_appeal_nofoul_at045,cutscene,special,idle,dribble,
dm_oop_idle_0_1_walk_appeal_nofoul_at045_3,cutscene,special,idle,dribble,
dm_oop_idle_0_1_walk_appeal_nofoul_at045_4,cutscene,special,idle,dribble,
dm_oop_idle_0_1_walk_appeal_nofoul_at045_5,cutscene,special,idle,dribble,
dm_oop_idle_0_1_walk_gutsR_045,cutscene,special,idle,dribble,045
dm_oop_idle_0_1_walk_gutsR_135,cutscene,special,idle,dribble,135
dm_oop_idle_0_1_walk_handclap_at045,cutscene,special,idle,dribble,
dm_oop_idle_0_1_walk_handclap_at045_2,cutscene,special,idle,dribble,
dm_oop_idle_0_1_walk_handclap_at135,cutscene,special,idle,dribble,
dm_oop_idle_0_1_walk_sorry_at045,cutscene,special,idle,dribble,
dm_oop_idle_0_1_walk_sorry_at135,cutscene,special,idle,dribble,
dm_oop_idle_0_1_walk_thumbsup_at045,cutscene,special,idle,dribble,
dm_oop_idle_0_1_walk_thumbsup_at135,cutscene,special,idle,dribble,
dm_oop_idle_0_3_run_handclap_at135,cutscene,special,idle,sprint,
dm_oop_inspire2_idle_0_1_walk_f135_sub,cutscene,special,idle,dribble,135
dm_oop_inspire2_walk_1_1_walk_090,cutscene,special,dribble,dribble,090
dm_oop_inspire_walk_1_1_walk_000,cutscene,special,dribble,dribble,000
dm_oop_inspire_walk_1_1_walk_000_sub,cutscene,special,dribble,dribble,000
dm_oop_instruct_idle_0_0_idle_000_sub,cutscene,special,idle,idle,000
dm_oop_instruct_run_3_0_idle_000,cutscene,special,sprint,idle,000
dm_oop_run_3_0_idle_appeal_nofoul_at135_2,cutscene,special,sprint,idle,
dm_oop_run_3_0_idle_appeal_nofoul_at135_3,cutscene,special,sprint,idle,
dm_oop_run_3_0_idle_tired_000,cutscene,special,sprint,idle,000
dm_oop_run_3_1_walk_handclap_at135,cutscene,special,sprint,dribble,
dm_oop_run_3_1_walk_protest_handUp_045,cutscene,special,sprint,dribble,045
dm_oop_run_3_1_walk_protest_handUp_135,cutscene,special,sprint,dribble,135
dm_oop_run_3_1_walk_thumbsup_at135,cutscene,special,sprint,dribble,
dm_oop_talk2_walk_1_1_walk_000,cutscene,special,dribble,dribble,000
dm_oop_talk2_walk_1_1_walk_000_sub,cutscene,special,dribble,dribble,000
dm_oop_talk3_walk_1_1_walk_000,cutscene,special,dribble,dribble,000
dm_oop_talk3_walk_1_1_walk_000_sub,cutscene,special,dribble,dribble,000
dm_oop_talk4_idle_0_1_walk_045,cutscene,special,idle,dribble,045
dm_oop_talk4_idle_0_1_walk_f135_sub,cutscene,special,idle,dribble,135
dm_oop_talk_idle_0_0_idle_090,cutscene,special,idle,idle,090
dm_oop_talk_idle_0_0_idle_090_sub,cutscene,special,idle,idle,090
dm_oop_touchHigh_idle_0_0_idle_f045_sub,cutscene,special,idle,idle,045
dm_oop_touchHigh_walk_1_1_walk_045,cutscene,special,dribble,dribble,045
dm_oop_touchLow_walk_1_1_walk_000_sub,cutscene,special,dribble,dribble,000
dm_oop_touchLow_walk_1_1_walk_045,cutscene,special,dribble,dribble,045
dm_oop_touchMid_run_3_1_back_180,cutscene,special,sprint,dribble,180
dm_oop_touchMid_walk_1_0_idle_000_sub,cutscene,special,dribble,idle,000
dm_oop_walk_1_0_idleHip_anxious,cutscene,special,dribble,idle,
dm_oop_walk_1_1_walk_045,cutscene,special,dribble,dribble,045
dm_oop_walk_1_1_walk_135,cutscene,special,dribble,dribble,135
dm_oop_walk_1_1_walk_nose,cutscene,special,dribble,dribble,
dm_oop_walk_1_1_walk_protest_handUp,cutscene,special,dribble,dribble,
dm_oop_walk_1_1_walk_sweat,cutscene,special,dribble,dribble,
dm_pfm_cornerF_kick,cutscene,special,,,
dm_pfm_cornerF_lariat,cutscene,special,,,
dm_pfm_running_0_0_jumpguts,cutscene,special,idle,idle,
dm_pfm_running_0_0_slideKnee_guts,cutscene,special,idle,idle,
dm_pfm_running_0_0_starjump_f180,cutscene,special,idle,idle,180
dm_pfm_running_3_3_jumpGuts,cutscene,special,sprint,sprint,
dm_pfm_running_3_3_jumpUppercut,cutscene,special,sprint,sprint,
dm_pfm_running_3_3_jumpunderguts,cutscene,special,sprint,sprint,
dm_pfm_running_3_3_rotationJumpGuts,cutscene,special,sprint,sprint,
dm_pfm_running_provocation,cutscene,special,,,
dm_tu_idle_0_0_idle_fallBackWard,cutscene,special,idle,idle,
dm_tu_idle_0_0_idle_gutsR,cutscene,special,idle,idle,
dm_tu_idle_0_0_idle_guts_banzai,cutscene,special,idle,idle,
dm_tu_idle_0_0_idle_guts_high,cutscene,special,idle,idle,
dm_tu_idle_0_0_idle_guts_kneel,cutscene,special,idle,idle,
dm_tu_idle_0_1_walk_guts_low,cutscene,special,idle,dribble,
dm_tu_idle_0_1_walk_guts_low_2,cutscene,special,idle,dribble,
dm_tu_idle_0_1_walk_stocking,cutscene,special,idle,dribble,
dm_tu_run_3_0_idle_gutsR,cutscene,special,sprint,idle,
dm_tu_run_3_0_idle_guts_banzai,cutscene,special,sprint,idle,
dm_tu_run_3_0_idle_guts_high,cutscene,special,sprint,idle,
dm_tu_run_3_0_idle_guts_kneel,cutscene,special,sprint,idle,
dm_tu_run_3_0_idle_stocking,cutscene,special,sprint,idle,
dm_tu_run_3_1_walk_guts_low,cutscene,special,sprint,dribble,
dm_tu_walk_1_0_idle_gutsR,cutscene,special,dribble,idle,
dm_tu_walk_1_0_idle_guts_banzai,cutscene,special,dribble,idle,
dm_tu_walk_1_0_idle_guts_high,cutscene,special,dribble,idle,
dm_tu_walk_1_0_idle_guts_kneel,cutscene,special,dribble,idle,
dm_tu_walk_1_0_idle_hip,cutscene,special,dribble,idle,
dm_tu_walk_1_1_walk_guts_banzai,cutscene,special,dribble,dribble,
dm_tu_walk_1_1_walk_guts_high,cutscene,special,dribble,dribble,
dm_tu_walk_1_1_walk_guts_high_2,cutscene,special,dribble,dribble,
dm_tu_walk_1_1_walk_guts_low,cutscene,special,dribble,dribble,
dm_tu_walk_1_1_walk_guts_low_2,cutscene,special,dribble,dribble,
dm_tu_walk_1_1_walk_handclap,cutscene,special,dribble,dribble,
dm_tu_walk_1_1_walk_handclap_high,cutscene,special,dribble,dribble,
dm_tu_walk_1_1_walk_handclap_low,cutscene,special,dribble,dribble,
dodge_0_0_045_crouch,other,unknown,idle,idle,045
dodge_0_0_045_slide_low,other,unknown,idle,idle,045
dodge_0_0_045_slide_up,other,unknown,idle,idle,045
dodge_0_0_045_slide_waisthigh_roll,other,unknown,idle,idle,045
dodge_2_0_045_crouch,other,unknown,walk,idle,045
dodge_2_0_045_slide_low_roll,other,unknown,walk,idle,045
dodge_2_0_045_slide_up,other,unknown,walk,idle,045
dodge_2_0_045_slide_waisthigh_roll,other,unknown,walk,idle,045
dribble_0_0_000_loop,locomotion,movement,idle,idle,000
dribble_0_0_000_loop_stand,locomotion,movement,idle,idle,000
dribble_0_0_000_loop_to_loop_stand,locomotion,movement,idle,idle,000
dribble_0_0_000_y1_lobball_instep,locomotion,movement,idle,idle,000
dribble_0_0_045,locomotion,movement,idle,idle,045
dribble_0_0_090,locomotion,movement,idle,idle,090
dribble_0_0_135,locomotion,movement,idle,idle,135
dribble_0_0_180,locomotion,movement,idle,idle,180
dribble_0_0_f045_y1_lobball_instep,locomotion,movement,idle,idle,045
dribble_0_0_f090_y1_lobball_instep,locomotion,movement,idle,idle,090
dribble_0_0_f135_y1_lobball_instep,locomotion,movement,idle,idle,135
dribble_0_0_f180_y1_lobball_instep,locomotion,movement,idle,idle,180
dribble_0_3_000_in,locomotion,movement,idle,sprint,000
dribble_0_3_000_near_sole,locomotion,movement,idle,sprint,000
dribble_0_3_000_out_ver2,locomotion,movement,idle,sprint,000
dribble_0_3_000_side_y0_in_ver21,locomotion,movement,idle,sprint,000
dribble_0_3_000_sole,locomotion,movement,idle,sprint,000
dribble_0_3_000_y2_in,locomotion,movement,idle,sprint,000
dribble_0_3_000_y5_breast_ver10,locomotion,movement,idle,sprint,000
dribble_0_3_000_y6_breast_ver01,locomotion,movement,idle,sprint,000
dribble_0_3_000_y6_head_ver10,locomotion,movement,idle,sprint,000
dribble_0_3_000_y7_head_ver20,locomotion,movement,idle,sprint,000
dribble_0_3_045_in_ver12,locomotion,movement,idle,sprint,045
dribble_0_3_045_sole,locomotion,movement,idle,sprint,045
dribble_0_3_045_y0_in_ver11,locomotion,movement,idle,sprint,045
dribble_0_3_090_in_ver2,locomotion,movement,idle,sprint,090
dribble_0_3_090_sole,locomotion,movement,idle,sprint,090
dribble_0_3_090_y0_in_ver11,locomotion,movement,idle,sprint,090
dribble_0_3_090_y0_near_sole_ver03,locomotion,movement,idle,sprint,090
dribble_0_3_090_y1_far_in_ver12,locomotion,movement,idle,sprint,090
dribble_0_3_135_axisback_in,locomotion,movement,idle,sprint,135
dribble_0_3_135_in_ver2,locomotion,movement,idle,sprint,135
dribble_0_3_135_sole,locomotion,movement,idle,sprint,135
dribble_0_3_180_axisback_in,locomotion,movement,idle,sprint,180
dribble_0_3_180_axisback_sole,locomotion,movement,idle,sprint,180
dribble_0_3_f022_y1_out_ver12,locomotion,movement,idle,sprint,022
dribble_0_3_f045_out_ver1,locomotion,movement,idle,sprint,045
dribble_0_3_f045_side_y0_out_ver23,locomotion,movement,idle,sprint,045
dribble_0_3_f045_y1_out_ver12,locomotion,movement,idle,sprint,045
dribble_0_3_f045_y5_breast_ver10,locomotion,movement,idle,sprint,045
dribble_0_3_f045_y5_head_ver10,locomotion,movement,idle,sprint,045
dribble_0_3_f045_y6_breast_ver10,locomotion,movement,idle,sprint,045
dribble_0_3_f045_y6_head_ver10,locomotion,movement,idle,sprint,045
dribble_0_3_f090_out_ver1,locomotion,movement,idle,sprint,090
dribble_0_3_f090_side_y0_out_ver23,locomotion,movement,idle,sprint,090
dribble_0_3_f135_out_ver12,locomotion,movement,idle,sprint,135
dribble_0_3_f135_sole,locomotion,movement,idle,sprint,135
dribble_0_3_f180_out,locomotion,movement,idle,sprint,180
dribble_0_3_f180_sole,locomotion,movement,idle,sprint,180
dribble_0_3_slide045_135_y0_sole_ver21,locomotion,movement,idle,sprint,135
dribble_0_3_slide045_180_y0_sole_ver21,locomotion,movement,idle,sprint,180
dribble_0_3_slide090_135_y0_sole_ver21,locomotion,movement,idle,sprint,135
dribble_0_3_slide090_180_y0_sole_ver21,locomotion,movement,idle,sprint,180
dribble_0_3_slide_045_side_y0_in_ver21,locomotion,movement,idle,sprint,045
dribble_0_3_slide_045_sole_ver12,locomotion,movement,idle,sprint,045
dribble_0_3_slide_045_y0_in_ver20,locomotion,movement,idle,sprint,045
dribble_0_3_slide_090_in_ver7,locomotion,movement,idle,sprint,090
dribble_0_3_slide_090_side_y0_in_ver21,locomotion,movement,idle,sprint,090
dribble_0_3_slide_090_sole_ver12,locomotion,movement,idle,sprint,090
dribble_0_3_slide_090_y0_in_ver20,locomotion,movement,idle,sprint,090
dribble_0_3_slide_180_sole_v3,locomotion,movement,idle,sprint,180
dribble_0_3_slide_f045_out_ver7,locomotion,movement,idle,sprint,045
dribble_0_3_slide_f090_out_ver7,locomotion,movement,idle,sprint,090
dribble_0_4_000_in,locomotion,movement,idle,sprint,000
dribble_0_4_000_out,locomotion,movement,idle,sprint,000
dribble_0_4_000_y0_out_4cycle1touch_ver23,locomotion,movement,idle,sprint,000
dribble_0_4_000_y0_out_4cycle3touchA_ver23,locomotion,movement,idle,sprint,000
dribble_0_4_000_y0_out_4cycle3touchB_ver23,locomotion,movement,idle,sprint,000
dribble_0_4_000_y0_out_4cycle3touchC_ver23,locomotion,movement,idle,sprint,000
dribble_0_4_000_y0_toe_avoid_ver20,locomotion,movement,idle,sprint,000
dribble_0_4_045_y0_in_ver12,locomotion,movement,idle,sprint,045
dribble_0_4_090_sidenear_y0_in_ver12,locomotion,movement,idle,sprint,090
dribble_0_4_f045_out_avoid,locomotion,movement,idle,sprint,045
dribble_0_4_f045_out_ver12,locomotion,movement,idle,sprint,045
dribble_0_4_f090_y0_out_ver20,locomotion,movement,idle,sprint,090
dribble_guardback_0_3_000_y0_far_out_ver03,locomotion,movement,idle,sprint,000
dribble_guardback_0_3_000_y0_far_sole_ver03,locomotion,movement,idle,sprint,000
dribble_guardback_0_3_045_y0_far_in_ver03,locomotion,movement,idle,sprint,045
dribble_guardback_0_3_090_y0_far_in_ver01,locomotion,movement,idle,sprint,090
dribble_guardback_0_3_135_y0_far_in_ver03,locomotion,movement,idle,sprint,135
dribble_guardback_0_3_f045_y0_far_out_ver03,locomotion,movement,idle,sprint,045
dribble_guardback_0_3_f090_y0_far_out_ver03,locomotion,movement,idle,sprint,090
dribble_guardback_0_3_f135_y0_far_out_ver03,locomotion,movement,idle,sprint,135
dribble_guardside_0_3_f225_sidenear_y0_sole_ver03,locomotion,movement,idle,sprint,225
dribble_stagger_0_3_090_y0_in_hard_ver23,locomotion,movement,idle,sprint,090
dribble_stagger_0_3_090_y0_veryfar_in_hard_ver21,locomotion,movement,idle,sprint,090
dribble_stagger_0_3_135_y0_far_in_hard_ver21,locomotion,movement,idle,sprint,135
dribble_stagger_0_3_f135_y0_far_out_hard_ver23,locomotion,movement,idle,sprint,135
dribblerun_1_1_000_y0_notouch_ver20,locomotion,movement,dribble,dribble,000
dribblerun_1_1_000_y0_notouch_ver21,locomotion,movement,dribble,dribble,000
dribblerun_1_1_000_y0_out_ver10,locomotion,movement,dribble,dribble,000
dribblerun_1_3_180_y0_axisback_sole_ver12,locomotion,movement,dribble,sprint,180
dribblerun_1_3_f045_sidenear_y1_out_ver12,locomotion,movement,dribble,sprint,045
dribblerun_1_3_f045_y0_out_tripletouchC_ver02,locomotion,movement,dribble,sprint,045
dribblerun_2_0_f135_out_ver01,locomotion,movement,walk,idle,135
dribblerun_2_1_180_y0_axisback_sole_ver12,locomotion,movement,walk,dribble,180
dribblerun_2_1_slide090_180_sidemid_y0_sole_ver03,locomotion,movement,walk,dribble,180
dribblerun_2_2_000_slide_045_y0_notouch_ver03,locomotion,movement,walk,walk,000
dribblerun_2_2_000_slide_090_y0_notouch_ver03,locomotion,movement,walk,walk,000
dribblerun_2_2_000_y0_notouch_ver10,locomotion,movement,walk,walk,000
dribblerun_2_2_000_y0_notouch_ver21,locomotion,movement,walk,walk,000
